MAIN_ID,ANG_DIST,OTYPE,RA,,,,DEC,,,,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST
[D2019] p4-16,84.39,EmObj,3.7925,0,15,10.2,-38.785,-39,12,54,6,6,,,,C,O,2019AJ....158...90D,3.7925,-39.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2MASS J00151194-3912170,84.4,Cepheid,3.79975,0,15,11.94,-38.79527778,-39,12,17,6,6,310,290,86,C,I,2003yCat.2246....0C,3.79975,-39.20472,,,,,,,,,,,,,,,,,,,V,19.562,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,17.884,0.034,Vega,2008ApJ...672..266G,V,,D,J,H,16.069,0.182,Vega,2003yCat.2246....0C,,,D,H,K,17.497,0.036,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,3
[CHG2008] C2-47,86.2,Star,3.793541667,0,15,10.45,-38.78888889,-39,12,40,6,6,,,,D,O,2008A&A...485...41C,3.79354,-39.21111,,,,,,,,,,,,,,,,,,,V,19.459,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,230,,D,O,2008A&A...485...41C,B9I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-43,87.2,Star,3.79525,0,15,10.86,-38.792,-39,12,28.8,6,6,,,,D,O,2008A&A...485...41C,3.79525,-39.208,,,,,,,,,,,,,,,,,,,V,19.055,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,175,,D,O,2008A&A...485...41C,A0I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55  99,87.28,Candidate_HMXB,3.811875,0,15,14.85,-38.80223333,-39,11,51.96,7,7,,,,D,X,2015AJ....150...94B,3.811873,-39.197766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep110,92.86,Cepheid,3.854041667,0,15,24.97,-38.78577778,-39,12,51.2,6,6,,,,D,O,2006AJ....132.2556P,3.85404,-39.21422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] B-4,92.9,Star,3.793166667,0,15,10.36,-38.79238889,-39,12,27.4,6,6,,,,D,O,2008A&A...485...41C,3.79317,-39.20761,,,,,,,,,,,,,,,,,,,V,17.987,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,177,,D,O,2008A&A...485...41C,G0-2I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55 100,93.9,AGN,3.798091667,0,15,11.542,-38.79774167,-39,12,8.13,7,7,,,,D,X,2015AJ....150...94B,3.798093,-39.202258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-46,95.63,Star,3.78825,0,15,9.18,-38.78461111,-39,12,55.4,6,6,,,,D,O,2008A&A...485...41C,3.78825,-39.21539,,,,,,,,,,,,,,,,,,,V,18.941,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,196,,D,O,2008A&A...485...41C,B1I,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] B-24,96.01,Star,3.856,0,15,25.44,-38.7825,-39,13,3,6,6,,,,D,O,2008A&A...485...41C,3.856,-39.2175,,,,,,,,,,,,,,,,,,,V,20.318,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,162,,D,O,2008A&A...485...41C,A5II,D,2008A&A...485...41C,,,,,,,,,,1
[PGS2006] cep005,96.12,Cepheid,3.792125,0,15,10.11,-38.79277778,-39,12,26,6,6,,,,D,I,2008ApJ...672..266G,3.79213,-39.20722,,,,,,,,,,,,,,,,,,,V,20.835,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,J,18.504,0.034,Vega,2008ApJ...672..266G,V,,D,J,,,,,,,,,,K,17.868,0.034,Vega,2008ApJ...672..266G,V,,D,K,,,,,,,,,,,,,,,,,,,3
[CHG2008] C1-42,96.27,Star,3.7875,0,15,9,-38.782,-39,13,4.8,6,6,,,,D,O,2008A&A...485...41C,3.7875,-39.218,,,,,,,,,,,,,,,,,,,V,17.754,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,149,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,2
[CHG2008] B-22,97.78,Star,3.832208333,0,15,19.73,-38.75330556,-39,14,48.1,6,6,,,,D,O,2008A&A...485...41C,3.83221,-39.24669,,,,,,,,,,,,,,,,,,,V,18.274,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,202,,D,O,2008A&A...485...41C,B2.5I,D,2008A&A...485...41C,,,,,,,,,,1
PSN J00150875-3912501,101.69,Candidate_SN*,3.786458333,0,15,8.75,-38.78608333,-39,12,50.1,6,6,,,,D,,,3.78646,-39.21392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
[BWE2015] NGC   55  96,101.88,Candidate_HMXB,3.8069,0,15,13.656,-38.805075,-39,11,41.73,7,7,,,,D,X,2015AJ....150...94B,3.806899,-39.194924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55 101,102.84,Candidate_HMXB,3.833445833,0,15,20.027,-38.80636389,-39,11,37.09,7,7,,,,D,X,2015AJ....150...94B,3.833444,-39.193637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55 117,103.83,HMXB,3.858475,0,15,26.034,-38.78434722,-39,12,56.35,7,7,,,,D,X,2015AJ....150...94B,3.858476,-39.215652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[D2019] p4-15,104.17,EmObj,3.7849925,0,15,8.3982,-38.78401333,-39,12,57.552,14,14,0.3304,0.2707,90,A,O,2020yCat.1350....0G,3.784992669,-39.21598692,-0.303,0.041,3,3,0.343,0.484,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep070,105.58,Cepheid,3.795375,0,15,10.89,-38.80022222,-39,11,59.2,6,6,,,,D,O,2006AJ....132.2556P,3.79537,-39.19978,,,,,,,,,,,,,,,,,,,V,22.468,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-45,110.85,Star,3.783541667,0,15,8.05,-38.7875,-39,12,45,6,6,,,,D,O,2008A&A...485...41C,3.78354,-39.2125,,,,,,,,,,,,,,,,,,,V,20.229,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,169,,D,O,2008A&A...485...41C,A3II,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C1-41,111.66,Star,3.781875,0,15,7.65,-38.77730556,-39,13,21.7,6,6,,,,D,O,2008A&A...485...41C,3.78188,-39.22269,,,,,,,,,,,,,,,,,,,V,20.556,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,203,,D,O,2008A&A...485...41C,A3II,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] B-3,111.66,Star,3.781875,0,15,7.65,-38.77730556,-39,13,21.7,6,6,,,,D,O,2008A&A...485...41C,3.78188,-39.22269,,,,,,,,,,,,,,,,,,,V,20.556,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,193,,D,O,2008A&A...485...41C,A2II,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55 138,112.07,LMXB,3.781775,0,15,7.626,-38.77679167,-39,13,23.55,7,7,,,,D,X,2015AJ....150...94B,3.781776,-39.223207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep141,112.67,Cepheid,3.803083333,0,15,12.74,-38.75152778,-39,14,54.5,6,6,,,,D,O,2006AJ....132.2556P,3.80308,-39.24847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] B-26,113.26,Star,3.862125,0,15,26.91,-38.77530556,-39,13,28.9,6,6,,,,D,O,2008A&A...485...41C,3.86213,-39.22469,,,,,,,,,,,,,,,,,,,V,20.116,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,217,,D,O,2008A&A...485...41C,O9I,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55 124,113.92,LMXB,3.858208333,0,15,25.97,-38.76484444,-39,14,6.56,7,7,,,,D,X,2015AJ....150...94B,3.858207,-39.235155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 103,114.26,Candidate_HMXB,3.842716667,0,15,22.252,-38.80655556,-39,11,36.4,7,7,,,,D,X,2015AJ....150...94B,3.842715,-39.193445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55 140,115.13,Candidate_HMXB,3.816195833,0,15,15.887,-38.74756667,-39,15,8.76,7,7,,,,D,X,2015AJ....150...94B,3.816195,-39.252432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55 133,117.3,HMXB,3.844933333,0,15,22.784,-38.75201944,-39,14,52.73,7,7,,,,D,X,2015AJ....150...94B,3.844933,-39.24798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[VJP2006]  4,117.43,PN?,3.784958333,0,15,8.39,-38.7635,-39,14,11.4,6,6,,,,D,,2006A&A...455..891V,3.78496,-39.2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C1-40,118.55,Star,3.786291667,0,15,8.71,-38.79730556,-39,12,9.7,6,6,,,,D,O,2008A&A...485...41C,3.78629,-39.20269,,,,,,,,,,,,,,,,,,,V,20.01,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,184,,D,O,2008A&A...485...41C,B1.5I,D,2008A&A...485...41C,,,,,,,,,,1
[D2019] p4-14,124.43,EmObj,3.778333333,0,15,6.8,-38.78691667,-39,12,47.1,6,6,,,,C,O,2019AJ....158...90D,3.77833,-39.21308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BS2000] NGC 55 76,127.12,GlCl?,3.825083333,0,15,18.02,-38.74402778,-39,15,21.5,6,6,,,,D,,2000MNRAS.311..673B,3.82508,-39.25597,,,,,,,,,,B,20.4,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 116,128.57,LMXB,3.776891667,0,15,6.454,-38.7872,-39,12,46.08,7,7,,,,D,X,2015AJ....150...94B,3.776893,-39.2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[D2019] m12-3,129.78,HII,3.775416667,0,15,6.1,-38.78177778,-39,13,5.6,6,6,,,,C,O,2019AJ....158...90D,3.77542,-39.21822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[TR2004] J001507.7-391206,130.44,ISM,3.782083333,0,15,7.7,-38.79833333,-39,12,6,5,5,,,,D,,2004A&A...416..243T,3.7821,-39.2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BS2000] NGC 55 71,131.08,GlCl?,3.816083333,0,15,15.86,-38.74311111,-39,15,24.8,6,6,,,,D,,2000MNRAS.311..673B,3.81608,-39.25689,,,,,,,,,,B,20.27,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] B-25,131.97,Star,3.86575,0,15,27.78,-38.79288889,-39,12,25.6,6,6,,,,D,O,2008A&A...485...41C,3.86575,-39.20711,,,,,,,,,,,,,,,,,,,V,18.712,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,173,,D,O,2008A&A...485...41C,A0III,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] B-27,132.14,Star,3.869166667,0,15,28.6,-38.77761111,-39,13,20.6,6,6,,,,D,O,2008A&A...485...41C,3.86917,-39.22239,,,,,,,,,,,,,,,,,,,V,19.278,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,228,,D,O,2008A&A...485...41C,A5V,D,2008A&A...485...41C,,,,,,,,,,1
[VJP2006]  7,133.26,PN?,3.815541667,0,15,15.73,-38.81594444,-39,11,2.6,6,6,,,,D,,2006A&A...455..891V,3.81554,-39.18406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] m12-2,133.34,HII,3.774166667,0,15,5.8,-38.78211111,-39,13,4.4,6,6,,,,C,O,2019AJ....158...90D,3.77417,-39.21789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 119,135.43,ULX,3.870375,0,15,28.89,-38.77811111,-39,13,18.8,6,6,200,200,90,D,X,2012ApJ...756...27L,3.87037,-39.2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
[D2019] m2-5,136.7,HII,3.77375,0,15,5.7,-38.78661111,-39,12,48.2,6,6,,,,C,O,2019AJ....158...90D,3.77375,-39.21339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55 143,137.82,Candidate_HMXB,3.772420833,0,15,5.381,-38.77952222,-39,13,13.72,7,7,,,,D,X,2015AJ....150...94B,3.77242,-39.220479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55  92,138.48,Candidate_HMXB,3.799679167,0,15,11.923,-38.813675,-39,11,10.77,7,7,,,,D,X,2015AJ....150...94B,3.799678,-39.186326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RX J0015.4-3913,139.19,PartofG,3.871583333,0,15,29.18,-38.77616667,-39,13,25.8,6,6,,,,D,,,3.87158,-39.22383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
[CHG2008] B-28,143.77,Star,3.864208333,0,15,27.41,-38.7565,-39,14,36.6,6,6,,,,D,O,2008A&A...485...41C,3.86421,-39.2435,,,,,,,,,,,,,,,,,,,V,19.591,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,178,,D,O,2008A&A...485...41C,A0III,D,2008A&A...485...41C,,,,,,,,,,1
[VJP2006]  9,144.42,PN?,3.838,0,15,21.12,-38.81736111,-39,10,57.5,6,6,,,,D,,2006A&A...455..891V,3.838,-39.18264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BS2000] NGC 55 68,144.77,GlCl?,3.777,0,15,6.48,-38.75897222,-39,14,27.7,6,6,,,,D,,2000MNRAS.311..673B,3.777,-39.24103,,,,,,,,,,B,20.25,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep117,145.22,Cepheid,3.856041667,0,15,25.45,-38.74883333,-39,15,4.2,6,6,,,,D,O,2006AJ....132.2556P,3.85604,-39.25117,,,,,,,,,,,,,,,,,,,V,22.937,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] p6-6,145.36,EmObj,3.77125,0,15,5.1,-38.78897222,-39,12,39.7,6,6,,,,C,O,2019AJ....158...90D,3.77125,-39.21103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ATPMN J001514.2-391049,149.44,Radio(cm),3.809458333,0,15,14.27,-38.81963889,-39,10,49.3,6,6,,,,D,R,2012MNRAS.422.1527M,3.80946,-39.18036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C1-39,150.26,Star,3.769666667,0,15,4.72,-38.76880556,-39,13,52.3,6,6,,,,D,O,2008A&A...485...41C,3.76967,-39.23119,,,,,,,,,,,,,,,,,,,V,18.514,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,132,,D,O,2008A&A...485...41C,HII,D,2008A&A...485...41C,,,,,,,,,,1
[CHG2008] C2-43,151.86,Star,3.767458333,0,15,4.19,-38.777,-39,13,22.8,6,6,,,,D,O,2008A&A...485...41C,3.76746,-39.223,,,,,,,,,,,,,,,,,,,V,19.985,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,212,,D,O,2008A&A...485...41C,B9II,D,2008A&A...485...41C,,,,,,,,,,1
[BWE2015] NGC   55 106,152.05,LMXB,3.8674,0,15,28.176,-38.80243333,-39,11,51.24,7,7,,,,D,X,2015AJ....150...94B,3.867398,-39.197567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55  88,152.33,LMXB,3.786729167,0,15,8.815,-38.81166389,-39,11,18.01,7,7,,,,D,X,2015AJ....150...94B,3.786731,-39.188337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep025,152.8,Cepheid,3.768708333,0,15,4.49,-38.78961111,-39,12,37.4,6,6,,,,D,O,2006AJ....132.2556P,3.76871,-39.21039,,,,,,,,,,,,,,,,,,,V,20.561,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[CHG2008] C2-42,153.84,Star,3.767291667,0,15,4.15,-38.78561111,-39,12,51.8,6,6,,,,D,O,2008A&A...485...41C,3.76729,-39.21439,,,,,,,,,,,,,,,,,,,V,20.382,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,124,,D,O,2008A&A...485...41C,A7II,D,2008A&A...485...41C,,,,,,,,,,1
[D2019] p4-13,154.08,EmObj,3.768333333,0,15,4.4,-38.78991667,-39,12,36.3,6,6,,,,C,O,2019AJ....158...90D,3.76833,-39.21008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  94,154.84,Candidate_HMXB,3.7677375,0,15,4.257,-38.78891111,-39,12,39.92,7,7,,,,D,X,2015AJ....150...94B,3.767736,-39.21109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[CHG2008] C2-44,155.55,Star,3.767083333,0,15,4.1,-38.771,-39,13,44.4,6,6,,,,D,O,2008A&A...485...41C,3.76708,-39.229,,,,,,,,,,,,,,,,,,,V,19.902,,Vega,2008A&A...485...41C,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,141,,D,O,2008A&A...485...41C,A2I,D,2008A&A...485...41C,,,,,,,,,,2
[D2019] m8-3,156.74,HII,3.76625,0,15,3.9,-38.78566667,-39,12,51.6,6,6,,,,C,O,2019AJ....158...90D,3.76625,-39.21433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[PGS2006] cep058,158.29,Cepheid,3.875125,0,15,30.03,-38.79436111,-39,12,20.3,6,6,,,,D,O,2006AJ....132.2556P,3.87513,-39.20564,,,,,,,,,,,,,,,,,,,V,22.219,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  78,159.76,Candidate_HMXB,3.7658125,0,15,3.795,-38.7885,-39,12,41.4,7,7,,,,D,X,2015AJ....150...94B,3.765811,-39.2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[BWE2015] NGC   55  66,164.28,HMXB,3.764295833,0,15,3.431,-38.78901389,-39,12,39.55,7,7,,,,D,X,2015AJ....150...94B,3.764297,-39.210987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
[PGS2006] cep052,164.34,Cepheid,3.878916667,0,15,30.94,-38.79055556,-39,12,34,6,6,,,,D,O,2006AJ....132.2556P,3.87892,-39.20944,,,,,,,,,,,,,,,,,,,V,21.643,,Vega,2006AJ....132.2556P,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Gaia EDR3 4997972769985741056,164.61,Candidate_RRLyr,3.763109167,0,15,3.1462,-38.78381028,-39,12,58.283,14,14,0.5625,0.3937,90,A,O,2020yCat.1350....0G,3.763109371,-39.21618993,1.663,-0.36,3,3,0.499,0.675,90,A,2020yCat.1350....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[D2019] m10-5,166.22,HII,3.762916667,0,15,3.1,-38.78619444,-39,12,49.7,6,6,,,,C,O,2019AJ....158...90D,3.76292,-39.21381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
[BWE2015] NGC   55  86,168.04,SNR?,3.794091667,0,15,10.582,-38.82068333,-39,10,45.54,7,7,,,,D,X,2015AJ....150...94B,3.79409,-39.179317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
